profile,values
34241,0.0482
34242,-0.0042
34243,-0.0644
34244,-0.2834
34245,-0.3150
34251,-0.0452
34252,-0.0911
34253,-0.1448
34254,-0.3573
34255,-0.3824
34311,0.4697
34312,0.3978
34313,0.3181
34314,0.0795
34315,0.0284
34321,0.4253
34322,0.3599
34323,0.2867
34324,0.0547
34325,0.0100
34331,0.3250
34332,0.2661
34333,0.1994
34334,-0.0261
34335,-0.0643
34341,-0.0091
34342,-0.0615
34343,-0.1217
34344,-0.3407
34345,-0.3724
34351,-0.1025
34352,-0.1484
34353,-0.2021
34354,-0.4146
34355,-0.4398
34411,0.3506
34412,0.2787
34413,0.1990
34414,-0.0396
34415,-0.0907
34421,0.3062
34422,0.2408
34423,0.1676
34424,-0.0644
34425,-0.1091
34431,0.2059
34432,0.1470
34433,0.0803
34434,-0.1452
34435,-0.1833
34441,-0.1282
34442,-0.1806
34443,-0.2408
34444,-0.4598
34445,-0.4914
34451,-0.2216
34452,-0.2675
34453,-0.3212
34454,-0.5337
34455,-0.5589
34511,0.3191
34512,0.2472
34513,0.1675
34514,-0.0710
34515,-0.1221
34521,0.2747
34522,0.2093
34523,0.1361
34524,-0.0959
34525,-0.1405
34531,0.1744
34532,0.1155
34533,0.0488
34534,-0.1767
34535,-0.2148
34541,-0.1597
34542,-0.2121
34543,-0.2723
34544,-0.4913
34545,-0.5229
34551,-0.2531
34552,-0.2990
34553,-0.3527
34554,-0.5652
34555,-0.5903
35111,0.5423
35112,0.4704
35113,0.3907
35114,0.1521
35115,0.1010
35121,0.4979
35122,0.4325
35123,0.3593
35124,0.1273
35125,0.0826
35131,0.3976
35132,0.3387
35133,0.2720
35134,0.0465
35135,0.0084
35141,0.0635
35142,0.0111
35143,-0.0491
35144,-0.2681
35145,-0.2997
35151,-0.0299
35152,-0.0758
35153,-0.1295
35154,-0.3420
35155,-0.3672
35211,0.4726
35212,0.4007
35213,0.3209
35214,0.0824
35215,0.0313
35221,0.4282
35222,0.3628
35223,0.2895
35224,0.0575
35225,0.0129
35231,0.3279
35232,0.2690
35233,0.2022
35234,-0.0233
35235,-0.0614
35241,-0.0063
35242,-0.0586
35243,-0.1189
35244,-0.3379
35245,-0.3695
35251,-0.0997
35252,-0.1456
35253,-0.1993
35254,-0.4118
35255,-0.4369
35311,0.4152
35312,0.3433
35313,0.2636
35314,0.0250
35315,-0.0261
35321,0.3708
35322,0.3054
35323,0.2322
35324,0.0002
35325,-0.0445
35331,0.2705
35332,0.2116
35333,0.1449
35334,-0.0806
35335,-0.1187
35341,-0.0636
35342,-0.1160
35343,-0.1762
35344,-0.3952
35345,-0.4268
35351,-0.1570
35352,-0.2029
35353,-0.2566
35354,-0.4691
35355,-0.4943
35411,0.2961
35412,0.2242
35413,0.1445
35414,-0.0941
35415,-0.1452
35421,0.2517
35422,0.1863
35423,0.1131
35424,-0.1189
35425,-0.1636
35431,0.1514
35432,0.0925
35433,0.0258
35434,-0.1997
35435,-0.2378
35441,-0.1827
35442,-0.2351
35443,-0.2953
35444,-0.5143
35445,-0.5459
35451,-0.2761
35452,-0.3220
35453,-0.3757
35454,-0.5882
35455,-0.6134
35511,0.2646
35512,0.1927
35513,0.1130
35514,-0.1255
35515,-0.1766
35521,0.2203
35522,0.1549
35523,0.0816
35524,-0.1504
35525,-0.1950
35531,0.1199
35532,0.0610
35533,-0.0057
35534,-0.2312
35535,-0.2693
35541,-0.2142
35542,-0.2666
35543,-0.3268
35544,-0.5458
35545,-0.5774
35551,-0.3076
35552,-0.3535
35553,-0.4072
35554,-0.6197
35555,-0.6448
41111,0.6857
41112,0.6208
41113,0.5480
41114,0.3164
41115,0.2722
41121,0.6414
41122,0.5829
41123,0.5166
41124,0.2915
41125,0.2539
41131,0.5410
41132,0.4891
41133,0.4293
41134,0.2107
41135,0.1796
41141,0.2069
41142,0.1615
41143,0.1082
41144,-0.1039
41145,-0.1285
41151,0.1135
41152,0.0746
41153,0.0278
41154,-0.1778
41155,-0.1959
41211,0.6160
41212,0.5510
41213,0.4783
41214,0.2467
41215,0.2025
41221,0.5716
41222,0.5132
41223,0.4469
41224,0.2218
41225,0.1841
41231,0.4713
41232,0.4194
41233,0.3596
41234,0.1410
41235,0.1098
41241,0.1372
41242,0.0917
41243,0.0385
41244,-0.1736
41245,-0.1983
41251,0.0438
41252,0.0048
41253,-0.0420
41254,-0.2475
41255,-0.2657
41311,0.5586
41312,0.4937
41313,0.4209
41314,0.1893
41315,0.1451
41321,0.5143
41322,0.4558
41323,0.3895
41324,0.1644
41325,0.1268
41331,0.4139
41332,0.3620
41333,0.3022
41334,0.0836
41335,0.0525
41341,0.0798
41342,0.0344
41343,-0.0189
41344,-0.2310
41345,-0.2556
41351,-0.0136
41352,-0.0525
41353,-0.0993
41354,-0.3049
41355,-0.3230
41411,0.4395
41412,0.3746
41413,0.3018
41414,0.0702
41415,0.0260
41421,0.3952
41422,0.3367
41423,0.2704
41424,0.0453
41425,0.0077
41431,0.2948
41432,0.2429
41433,0.1831
41434,-0.0355
41435,-0.0666
41441,-0.0393
41442,-0.0847
41443,-0.1380
41444,-0.3501
41445,-0.3747
41451,-0.1327
41452,-0.1716
41453,-0.2184
41454,-0.4240
41455,-0.4421
41511,0.4081
41512,0.3431
41513,0.2703
41514,0.0388
41515,-0.0054
41521,0.3637
41522,0.3052
41523,0.2390
41524,0.0139
41525,-0.0238
41531,0.2634
41532,0.2114
41533,0.1517
41534,-0.0669
41535,-0.0981
41541,-0.0707
41542,-0.1162
41543,-0.1695
41544,-0.3815
41545,-0.4062
41551,-0.1642
41552,-0.2031
41553,-0.2499
41554,-0.4554
41555,-0.4736
42111,0.6224
42112,0.5575
42113,0.4847
42114,0.2531
42115,0.2089
42121,0.5781
42122,0.5196
42123,0.4533
42124,0.2282
42125,0.1906
42131,0.4778
42132,0.4258
42133,0.3660
42134,0.1474
42135,0.1163
42141,0.1436
42142,0.0982
42143,0.0449
42144,-0.1672
42145,-0.1918
42151,0.0502
42152,0.0113
42153,-0.0355
42154,-0.2411
42155,-0.2592
42211,0.5527
42212,0.4877
42213,0.4150
42214,0.1834
42215,0.1392
42221,0.5083
42222,0.4499
42223,0.3836
42224,0.1585
42225,0.1208
42231,0.4080
42232,0.3561
42233,0.2963
42234,0.0777
42235,0.0465
42241,0.0739
42242,0.0284
42243,-0.0248
42244,-0.2369
42245,-0.2616
42251,-0.0195
42252,-0.0585
42253,-0.1053
42254,-0.3108
42255,-0.3290
42311,0.4953
42312,0.4304
42313,0.3576
42314,0.1260
42315,0.0818
42321,0.4510
42322,0.3925
42323,0.3262
42324,0.1011
42325,0.0635
42331,0.3506
42332,0.2987
42333,0.2389
42334,0.0203
42335,-0.0108
42341,0.0165
42342,-0.0289
42343,-0.0822
42344,-0.2943
42345,-0.3189
42351,-0.0769
42352,-0.1158
42353,-0.1626
42354,-0.3682
42355,-0.3863
42411,0.3762
42412,0.3113
42413,0.2385
42414,0.0069
42415,-0.0373
42421,0.3319
42422,0.2734
42423,0.2071
42424,-0.0180
42425,-0.0556
42431,0.2315
42432,0.1796
42433,0.1198
42434,-0.0988
42435,-0.1299
42441,-0.1026
42442,-0.1480
42443,-0.2013
42444,-0.4134
42445,-0.4380
42451,-0.1960
42452,-0.2349
42453,-0.2817
42454,-0.4873
42455,-0.5054
42511,0.3448
42512,0.2798
42513,0.2070
42514,-0.0245
42515,-0.0687
42521,0.3004
42522,0.2419
42523,0.1757
42524,-0.0494
42525,-0.0871
42531,0.2001
42532,0.1481
42533,0.0884
42534,-0.1302
42535,-0.1614
42541,-0.1340
42542,-0.1795
42543,-0.2328
42544,-0.4448
42545,-0.4695
42551,-0.2275
42552,-0.2664
42553,-0.3132
42554,-0.5187
42555,-0.5369
43111,0.5649
43112,0.5000
43113,0.4272
43114,0.1956
43115,0.1514
43121,0.5205
43122,0.4621
43123,0.3958
43124,0.1707
43125,0.1330
43131,0.4202
43132,0.3683
43133,0.3085
43134,0.0899
43135,0.0588
43141,0.0861
43142,0.0407
43143,-0.0126
43144,-0.2247
43145,-0.2493
43151,-0.0073
43152,-0.0463
43153,-0.0930
43154,-0.2986
43155,-0.3168
43211,0.4952
43212,0.4302
43213,0.3574
43214,0.1259
43215,0.0817
43221,0.4508
43222,0.3923
43223,0.3261
43224,0.1010
43225,0.0633
43231,0.3505
43232,0.2985
43233,0.2388
43234,0.0202
43235,-0.0110
43241,0.0164
43242,-0.0291
43243,-0.0824
43244,-0.2944
43245,-0.3191
43251,-0.0771
43252,-0.1160
43253,-0.1628
43254,-0.3683
43255,-0.3865
43311,0.4378
43312,0.3729
43313,0.3001
43314,0.0685
43315,0.0243
43321,0.3934
43322,0.3350
43323,0.2687
43324,0.0436
43325,0.0059
43331,0.2931
43332,0.2412
43333,0.1814
43334,-0.0372
43335,-0.0684
43341,-0.0410
43342,-0.0864
43343,-0.1397
43344,-0.3518
43345,-0.3765
43351,-0.1344
43352,-0.1734
43353,-0.2201
43354,-0.4257
43355,-0.4439
43411,0.3187
43412,0.2538
43413,0.1810
43414,-0.0506
43415,-0.0948
43421,0.2743
43422,0.2159
43423,0.1496
43424,-0.0755
43425,-0.1132
43431,0.1740
43432,0.1221
43433,0.0623
43434,-0.1563
43435,-0.1875
43441,-0.1601
43442,-0.2055
43443,-0.2588
43444,-0.4709
43445,-0.4956
43451,-0.2535
43452,-0.2925
43453,-0.3392
43454,-0.5448
43455,-0.5630
43511,0.2873
43512,0.2223
43513,0.1495
43514,-0.0821
43515,-0.1262
43521,0.2429
43522,0.1844
43523,0.1181
43524,-0.1069
43525,-0.1446
43531,0.1426
43532,0.0906
43533,0.0308
43534,-0.1877
43535,-0.2189
43541,-0.1915
43542,-0.2370
43543,-0.2903
43544,-0.5023
43545,-0.5270
43551,-0.2850
43552,-0.3239
43553,-0.3707
43554,-0.5762
43555,-0.5944
44111,0.4118
44112,0.3468
44113,0.2741
44114,0.0425
44115,-0.0017
44121,0.3674
44122,0.3090
44123,0.2427
44124,0.0176
44125,-0.0201
44131,0.2671
44132,0.2152
44133,0.1554
44134,-0.0632
44135,-0.0944
44141,-0.0670
44142,-0.1125
44143,-0.1657
44144,-0.3778
44145,-0.4025
44151,-0.1604
44152,-0.1994
44153,-0.2462
44154,-0.4517
44155,-0.4699
44211,0.3421
44212,0.2771
44213,0.2043
44214,-0.0273
44215,-0.0715
44221,0.2977
44222,0.2392
44223,0.1729
44224,-0.0521
44225,-0.0898
44231,0.1974
44232,0.1454
44233,0.0856
44234,-0.1329
44235,-0.1641
44241,-0.1368
44242,-0.1822
44243,-0.2355
44244,-0.4475
44245,-0.4722
44251,-0.2302
44252,-0.2691
44253,-0.3159
44254,-0.5215
44255,-0.5396
44311,0.2847
44312,0.2197
44313,0.1469
44314,-0.0846
44315,-0.1288
44321,0.2403
44322,0.1819
44323,0.1156
44324,-0.1095
44325,-0.1472
44331,0.1400
44332,0.0880
44333,0.0283
44334,-0.1903
44335,-0.2215
44341,-0.1941
44342,-0.2396
44343,-0.2928
44344,-0.5049
44345,-0.5296
44351,-0.2875
44352,-0.3265
44353,-0.3733
44354,-0.5788
44355,-0.5970
44411,0.1656
44412,0.1006
44413,0.0279
44414,-0.2037
44415,-0.2479
44421,0.1212
44422,0.0628
44423,-0.0035
44424,-0.2286
44425,-0.2663
44431,0.0209
44432,-0.0310
44433,-0.0908
44434,-0.3094
44435,-0.3406
44441,-0.3132
44442,-0.3587
44443,-0.4119
44444,-0.6240
44445,-0.6487
44451,-0.4066
44452,-0.4456
44453,-0.4924
44454,-0.6979
44455,-0.7161
44511,0.1341
44512,0.0692
44513,-0.0036
44514,-0.2352
44515,-0.2794
44521,0.0898
44522,0.0313
44523,-0.0350
44524,-0.2601
44525,-0.2977
44531,-0.0106
44532,-0.0625
44533,-0.1223
44534,-0.3409
44535,-0.3720
44541,-0.3447
44542,-0.3901
44543,-0.4434
44544,-0.6555
44545,-0.6801
44551,-0.4381
44552,-0.4770
44553,-0.5238
44554,-0.7294
44555,-0.7475
45111,0.3573
45112,0.2923
45113,0.2196
45114,-0.0120
45115,-0.0562
45121,0.3129
45122,0.2545
45123,0.1882
45124,-0.0369
45125,-0.0746
45131,0.2126
45132,0.1607
45133,0.1009
45134,-0.1177
45135,-0.1489
45141,-0.1215
45142,-0.1670
45143,-0.2202
45144,-0.4323
45145,-0.4570
45151,-0.2149
45152,-0.2539
45153,-0.3006
45154,-0.5062
45155,-0.5244
45211,0.2876
45212,0.2226
45213,0.1498
45214,-0.0818
45215,-0.1260
45221,0.2432
45222,0.1847
45223,0.1184
45224,-0.1066
45225,-0.1443
45231,0.1429
45232,0.0909
45233,0.0311
45234,-0.1874
45235,-0.2186
45241,-0.1913
45242,-0.2367
45243,-0.2900
45244,-0.5020
45245,-0.5267
45251,-0.2847
45252,-0.3236
45253,-0.3704
45254,-0.5759
45255,-0.5941
45311,0.2302
45312,0.1652
45313,0.0925
45314,-0.1391
45315,-0.1833
45321,0.1858
45322,0.1274
45323,0.0611
45324,-0.1640
45325,-0.2017
45331,0.0855
45332,0.0336
45333,-0.0262
45334,-0.2448
45335,-0.2760
45341,-0.2486
45342,-0.2941
45343,-0.3473
45344,-0.5594
45345,-0.5841
45351,-0.3420
45352,-0.3810
45353,-0.4278
45354,-0.6333
45355,-0.6515
45411,0.1111
45412,0.0461
45413,-0.0266
45414,-0.2582
45415,-0.3024
45421,0.0667
45422,0.0083
45423,-0.0580
45424,-0.2831
45425,-0.3208
45431,-0.0336
45432,-0.0855
45433,-0.1453
45434,-0.3639
45435,-0.3951
45441,-0.3677
45442,-0.4132
45443,-0.4664
45444,-0.6785
45445,-0.7032
45451,-0.4611
45452,-0.5001
45453,-0.5469
45454,-0.7524
45455,-0.7706
45511,0.0796
45512,0.0147
45513,-0.0581
45514,-0.2897
45515,-0.3339
45521,0.0353
45522,-0.0232
45523,-0.0895
45524,-0.3146
45525,-0.3522
45531,-0.0651
45532,-0.1170
45533,-0.1768
45534,-0.3954
45535,-0.4265
45541,-0.3992
45542,-0.4446
45543,-0.4979
45544,-0.7100
45545,-0.7346
45551,-0.4926
45552,-0.5315
45553,-0.5783
45554,-0.7839
45555,-0.8020
51111,0.6094
51112,0.5513
51113,0.4855
51114,0.2609
51115,0.2236
51121,0.5650
51122,0.5135
51123,0.4541
51124,0.2360
51125,0.2052
51131,0.4647
51132,0.4197
51133,0.3668
51134,0.1552
51135,0.1310
51141,0.1306
51142,0.0920
51143,0.0457
51144,-0.1594
51145,-0.1771
51151,0.0371
51152,0.0051
51153,-0.0347
51154,-0.2333
51155,-0.2446
51211,0.5396
51212,0.4816
51213,0.4158
51214,0.1911
51215,0.1539
51221,0.4952
51222,0.4437
51223,0.3844
51224,0.1662
51225,0.1355
51231,0.3949
51232,0.3499
51233,0.2971
51234,0.0854
51235,0.0612
51241,0.0608
51242,0.0223
51243,-0.0240
51244,-0.2292
51245,-0.2469
51251,-0.0326
51252,-0.0646
51253,-0.1045
51254,-0.3031
51255,-0.3143
51311,0.4823
51312,0.4242
51313,0.3584
51314,0.1338
51315,0.0965
51321,0.4379
51322,0.3864
51323,0.3270
51324,0.1089
51325,0.0781
51331,0.3376
51332,0.2926
51333,0.2397
51334,0.0281
51335,0.0038
51341,0.0034
51342,-0.0351
51343,-0.0814
51344,-0.2865
51345,-0.3043
51351,-0.0900
51352,-0.1220
51353,-0.1618
51354,-0.3604
51355,-0.3717
51411,0.3632
51412,0.3051
51413,0.2393
51414,0.0147
51415,-0.0226
51421,0.3188
51422,0.2673
51423,0.2079
51424,-0.0102
51425,-0.0410
51431,0.2185
51432,0.1735
51433,0.1206
51434,-0.0910
51435,-0.1152
51441,-0.1157
51442,-0.1542
51443,-0.2005
51444,-0.4056
51445,-0.4233
51451,-0.2091
51452,-0.2411
51453,-0.2809
51454,-0.4795
51455,-0.4908
51511,0.3317
51512,0.2737
51513,0.2078
51514,-0.0168
51515,-0.0540
51521,0.2873
51522,0.2358
51523,0.1765
51524,-0.0417
51525,-0.0724
51531,0.1870
51532,0.1420
51533,0.0892
51534,-0.1225
51535,-0.1467
51541,-0.1471
51542,-0.1856
51543,-0.2320
51544,-0.4371
51545,-0.4548
51551,-0.2405
51552,-0.2725
51553,-0.3124
51554,-0.5110
51555,-0.5222
52111,0.5461
52112,0.4880
52113,0.4222
52114,0.1976
52115,0.1603
52121,0.5017
52122,0.4502
52123,0.3908
52124,0.1727
52125,0.1419
52131,0.4014
52132,0.3564
52133,0.3035
52134,0.0919
52135,0.0677
52141,0.0673
52142,0.0287
52143,-0.0176
52144,-0.2227
52145,-0.2404
52151,-0.0262
52152,-0.0582
52153,-0.0980
52154,-0.2966
52155,-0.3079
52211,0.4763
52212,0.4183
52213,0.3525
52214,0.1278
52215,0.0906
52221,0.4319
52222,0.3804
52223,0.3211
52224,0.1029
52225,0.0722
52231,0.3316
52232,0.2866
52233,0.2338
52234,0.0222
52235,-0.0021
52241,-0.0025
52242,-0.0410
52243,-0.0873
52244,-0.2925
52245,-0.3102
52251,-0.0959
52252,-0.1279
52253,-0.1677
52254,-0.3664
52255,-0.3776
52311,0.4190
52312,0.3609
52313,0.2951
52314,0.0705
52315,0.0332
52321,0.3746
52322,0.3231
52323,0.2637
52324,0.0456
52325,0.0148
52331,0.2743
52332,0.2293
52333,0.1764
52334,-0.0352
52335,-0.0594
52341,-0.0599
52342,-0.0984
52343,-0.1447
52344,-0.3498
52345,-0.3675
52351,-0.1533
52352,-0.1853
52353,-0.2251
52354,-0.4237
52355,-0.4350
52411,0.2999
52412,0.2418
52413,0.1760
52414,-0.0486
52415,-0.0859
52421,0.2555
52422,0.2040
52423,0.1446
52424,-0.0735
52425,-0.1043
52431,0.1552
52432,0.1102
52433,0.0573
52434,-0.1543
52435,-0.1785
52441,-0.1789
52442,-0.2175
52443,-0.2638
52444,-0.4689
52445,-0.4866
52451,-0.2724
52452,-0.3044
52453,-0.3442
52454,-0.5428
52455,-0.5541
52511,0.2684
52512,0.2104
52513,0.1445
52514,-0.0801
52515,-0.1173
52521,0.2240
52522,0.1725
52523,0.1132
52524,-0.1050
52525,-0.1357
52531,0.1237
52532,0.0787
52533,0.0259
52534,-0.1858
52535,-0.2100
52541,-0.2104
52542,-0.2489
52543,-0.2953
52544,-0.5004
52545,-0.5181
52551,-0.3038
52552,-0.3358
52553,-0.3757
52554,-0.5743
52555,-0.5855
53111,0.4886
53112,0.4305
53113,0.3647
53114,0.1400
53115,0.1028
53121,0.4442
53122,0.3926
53123,0.3333
53124,0.1152
53125,0.0844
53131,0.3439
53132,0.2988
53133,0.2460
53134,0.0344
53135,0.0101
53141,0.0097
53142,-0.0288
53143,-0.0751
53144,-0.2802
53145,-0.2980
53151,-0.0837
53152,-0.1157
53153,-0.1555
53154,-0.3541
53155,-0.3654
53211,0.4188
53212,0.3608
53213,0.2949
53214,0.0703
53215,0.0331
53221,0.3744
53222,0.3229
53223,0.2636
53224,0.0454
53225,0.0147
53231,0.2741
53232,0.2291
53233,0.1763
53234,-0.0354
53235,-0.0596
53241,-0.0600
53242,-0.0985
53243,-0.1449
53244,-0.3500
53245,-0.3677
53251,-0.1534
53252,-0.1854
53253,-0.2253
53254,-0.4239
53255,-0.4351
53311,0.3614
53312,0.3034
53313,0.2376
53314,0.0129
53315,-0.0243
53321,0.3171
53322,0.2655
53323,0.2062
53324,-0.0119
53325,-0.0427
53331,0.2167
53332,0.1717
53333,0.1189
53334,-0.0927
53335,-0.1170
53341,-0.1174
53342,-0.1559
53343,-0.2022
53344,-0.4073
53345,-0.4251
53351,-0.2108
53352,-0.2428
53353,-0.2826
53354,-0.4812
53355,-0.4925
53411,0.2424
53412,0.1843
53413,0.1185
53414,-0.1062
53415,-0.1434
53421,0.1980
53422,0.1464
53423,0.0871
53424,-0.1310
53425,-0.1618
53431,0.0977
53432,0.0526
53433,-0.0002
53434,-0.2118
53435,-0.2361
53441,-0.2365
53442,-0.2750
53443,-0.3213
53444,-0.5264
53445,-0.5442
53451,-0.3299
53452,-0.3619
53453,-0.4017
53454,-0.6003
53455,-0.6116
53511,0.2109
53512,0.1529
53513,0.0870
53514,-0.1376
53515,-0.1749
53521,0.1665
53522,0.1150
53523,0.0556
53524,-0.1625
53525,-0.1932
53531,0.0662
53532,0.0212
53533,-0.0317
53534,-0.2433
53535,-0.2675
53541,-0.2679
53542,-0.3064
53543,-0.3528
53544,-0.5579
53545,-0.5756
53551,-0.3613
53552,-0.3934
53553,-0.4332
53554,-0.6318
53555,-0.6430
54111,0.3354
54112,0.2774
54113,0.2116
54114,-0.0131
54115,-0.0503
54121,0.2910
54122,0.2395
54123,0.1802
54124,-0.0380
54125,-0.0687
54131,0.1907
54132,0.1457
54133,0.0929
54134,-0.1187
54135,-0.1430
54141,-0.1434
54142,-0.1819
54143,-0.2282
54144,-0.4334
54145,-0.4511
54151,-0.2368
54152,-0.2688
54153,-0.3086
54154,-0.5073
54155,-0.5185
54211,0.2657
54212,0.2077
54213,0.1418
54214,-0.0828
54215,-0.1201
54221,0.2213
54222,0.1698
54223,0.1104
54224,-0.1077
54225,-0.1384
54231,0.1210
54232,0.0760
54233,0.0231
54234,-0.1885
54235,-0.2127
54241,-0.2131
54242,-0.2516
54243,-0.2980
54244,-0.5031
54245,-0.5208
54251,-0.3066
54252,-0.3386
54253,-0.3784
54254,-0.5770
54255,-0.5882
54311,0.2083
54312,0.1503
54313,0.0845
54314,-0.1402
54315,-0.1774
54321,0.1639
54322,0.1124
54323,0.0531
54324,-0.1651
54325,-0.1958
54331,0.0636
54332,0.0186
54333,-0.0342
54334,-0.2459
54335,-0.2701
54341,-0.2705
54342,-0.3090
54343,-0.3553
54344,-0.5605
54345,-0.5782
54351,-0.3639
54352,-0.3959
54353,-0.4358
54354,-0.6344
54355,-0.6456
54411,0.0892
54412,0.0312
54413,-0.0346
54414,-0.2593
54415,-0.2965
54421,0.0448
54422,-0.0067
54423,-0.0660
54424,-0.2842
54425,-0.3149
54431,-0.0555
54432,-0.1005
54433,-0.1533
54434,-0.3650
54435,-0.3892
54441,-0.3896
54442,-0.4281
54443,-0.4744
54444,-0.6796
54445,-0.6973
54451,-0.4830
54452,-0.5150
54453,-0.5548
54454,-0.7535
54455,-0.7647
54511,0.0578
54512,-0.0003
54513,-0.0661
54514,-0.2907
54515,-0.3280
54521,0.0134
54522,-0.0381
54523,-0.0975
54524,-0.3156
54525,-0.3464
54531,-0.0869
54532,-0.1319
54533,-0.1848
54534,-0.3964
54535,-0.4206
54541,-0.4210
54542,-0.4596
54543,-0.5059
54544,-0.7110
54545,-0.7287
54551,-0.5145
54552,-0.5465
54553,-0.5863
54554,-0.7849
54555,-0.7962
55111,0.2809
55112,0.2229
55113,0.1571
55114,-0.0676
55115,-0.1048
55121,0.2365
55122,0.1850
55123,0.1257
55124,-0.0925
55125,-0.1232
55131,0.1362
55132,0.0912
55133,0.0384
55134,-0.1732
55135,-0.1975
55141,-0.1979
55142,-0.2364
55143,-0.2827
55144,-0.4879
55145,-0.5056
55151,-0.2913
55152,-0.3233
55153,-0.3631
55154,-0.5618
55155,-0.5730
55211,0.2112
55212,0.1532
55213,0.0873
55214,-0.1373
55215,-0.1746
55221,0.1668
55222,0.1153
55223,0.0559
55224,-0.1622
55225,-0.1929
55231,0.0665
55232,0.0215
55233,-0.0314
55234,-0.2430
55235,-0.2672
55241,-0.2676
55242,-0.3061
55243,-0.3525
55244,-0.5576
55245,-0.5753
55251,-0.3611
55252,-0.3931
55253,-0.4329
55254,-0.6315
55255,-0.6427
55311,0.1538
55312,0.0958
55313,0.0300
55314,-0.1947
55315,-0.2319
55321,0.1094
55322,0.0579
55323,-0.0014
55324,-0.2196
55325,-0.2503
55331,0.0091
55332,-0.0359
55333,-0.0887
55334,-0.3004
55335,-0.3246
55341,-0.3250
55342,-0.3635
55343,-0.4098
55344,-0.6150
55345,-0.6327
55351,-0.4184
55352,-0.4504
55353,-0.4902
55354,-0.6889
55355,-0.7001
55411,0.0347
55412,-0.0233
55413,-0.0891
55414,-0.3138
55415,-0.3510
55421,-0.0097
55422,-0.0612
55423,-0.1205
55424,-0.3387
55425,-0.3694
55431,-0.1100
55432,-0.1550
55433,-0.2078
55434,-0.4194
55435,-0.4437
55441,-0.4441
55442,-0.4826
55443,-0.5289
55444,-0.7341
55445,-0.7518
55451,-0.5375
55452,-0.5695
55453,-0.6093
55454,-0.8080
55455,-0.8192
55511,0.0033
55512,-0.0548
55513,-0.1206
55514,-0.3452
55515,-0.3825
55521,-0.0411
55522,-0.0926
55523,-0.1520
55524,-0.3701
55525,-0.4009
55531,-0.1414
55532,-0.1864
55533,-0.2393
55534,-0.4509
55535,-0.4751
55541,-0.4755
55542,-0.5141
55543,-0.5604
55544,-0.7655
55545,-0.7832
55551,-0.5690
55552,-0.6010
55553,-0.6408
55554,-0.8394
55555,-0.8507
